
Train,2864,YPR HWH PREMIUM,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,


Train,11005,PUDUCHERRY EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,ERS,ERNAKULAM JN,1,Source,08:50:00,0,0,1,
2,AWY,ALUVA,1,09:10:00,09:12:00,2,20,1,
3,TCR,THRISUR,1,09:57:00,10:00:00,3,75,1,
4,PGT,PALAKKAD,1,12:15:00,12:20:00,5,152,1,
5,CBE,COIMBATORE JN,1,13:30:00,13:35:00,5,206,1,
6,TUP,TIRUPPUR,1,14:18:00,14:20:00,2,256,1,
7,ED,ERODE JN,1,15:10:00,15:20:00,10,307,1,
8,SA,SALEM JN,1,16:16:00,16:20:00,4,369,1,
9,JTJ,JOLARPETTAI,1,17:53:00,17:55:00,2,489,1,
10,KPD,KATPADI JN,1,19:03:00,19:05:00,2,573,1,
11,RU,RENIGUNTA JN,1,21:35:00,21:45:00,10,706,1,
12,BZA,VIJAYAWADA JN,1,03:55:00,04:05:00,10,1082,2,
13,WL,WARANGAL,1,06:43:00,06:45:00,2,1290,2,
14,SKZR,SIRPUR KAGAZNGR,1,09:23:00,09:25:00,2,1463,2,
15,BPQ,BALHARSHAH,1,11:30:00,11:40:00,10,1533,2,
16,CD,CHANDRAPUR,1,11:57:00,11:59:00,2,1547,2,
17,NGP,NAGPUR,1,14:45:00,14:55:00,10,1744,2,
18,G,GONDIA JN,1,16:47:00,16:49:00,2,1874,2,
19,RJN,RAJ NANDGAON,1,18:06:00,18:07:00,1,1978,2,
20,DURG,DURG,1,18:50:00,18:55:00,5,2008,2,
21,R,RAIPUR JN,1,19:30:00,19:40:00,10,2044,2,
22,BYT,BHATAPARA,1,20:34:00,20:35:00,1,2108,2,
23,BSP,BILASPUR JN,1,21:35:00,Destination,0,2155,2,


Train,22882,BBS PUNE EXP,,,,,,,
Sno,Stn Code,Stn Name,Route No.,Arr Time,Depp Time,Halt Time,Distance,Day,
1,BBS,BHUBANESWAR,1,Source,22:10:00,0,0,1,
2,KUR,KHURDA ROAD JN,1,22:40:00,22:45:00,5,19,1,
3,BAM,BRAHMAPUR,1,00:30:00,00:35:00,5,166,2,
4,VZM,VIZIANAGRAM JN,1,03:43:00,03:45:00,2,382,2,
5,VSKP,VISHAKAPATNAM,1,04:40:00,05:00:00,20,443,2,
6,DVD,DUVVADA,1,05:30:00,05:32:00,2,461,2,
7,BZA,VIJAYAWADA JN,1,10:40:00,11:00:00,20,793,2,
8,GNT,GUNTUR JN,1,11:45:00,11:50:00,5,825,2,
9,NLDA,NALGONDA,1,14:20:00,14:21:00,1,997,2,
10,SC,SECUNDERABAD JN,1,17:40:00,17:50:00,10,1106,2,
11,WADI,WADI,1,21:40:00,21:45:00,5,1290,2,
12,GR,GULBARGA,1,22:29:00,22:30:00,1,1326,2,
13,SUR,SOLAPUR JN,1,00:05:00,00:15:00,10,1439,3,
14,PUNE,PUNE JN,1,05:00:00,Destination,0,1703,3,

